title,published_year,technique,subcategory,category,publishers
"

 Forensic exploration on Windows File History

",2021,Hiding files through restore operation,Hidden directories,DH,Elsevier
"

 When finding nothing may be evidence of something: Anti-forensic and digital tool marks

",2019,Data adding,Data fabrication,TO,Elsevier
"

 When finding nothing may be evidence of something: Anti-forensic and digital tool marks

",2019,Data hiding,Steganography,DH,Elsevier
"

 When finding nothing may be evidence of something: Anti-forensic and digital tool marks

",2019,Data manipulation,Data fabrication,TO,Elsevier
"

 When finding nothing may be evidence of something: Anti-forensic and digital tool marks

",2019,Data obfuscation,Data obscurity,TO,Elsevier
"

 When finding nothing may be evidence of something: Anti-forensic and digital tool marks

",2019,Data removal,Generic data wiping,AW,Elsevier
"

 When finding nothing may be evidence of something: Anti-forensic and digital tool marks

",2019,Physical destruction,Disk degaussing / destruction techniques,AW,Elsevier
"

 When finding nothing may be evidence of something: Anti-forensic and digital tool marks

",2019,editing,Data fabrication,TO,Elsevier
"

 When finding nothing may be evidence of something: Anti-forensic and digital tool marks

",2019,masking,Data obscurity,TO,Elsevier
"

 Can computer forensic tools be trusted in digital investigations?

",2020,Compression bomb attack,Denial of service attacks,AT,Elsevier
"

 Can computer forensic tools be trusted in digital investigations?

",2020,DCO,DCO area,DH,Elsevier
"

 Can computer forensic tools be trusted in digital investigations?

",2020,Data hiding by mounting,Hidden partition utilization,DH,Elsevier
"

 Can computer forensic tools be trusted in digital investigations?

",2020,Data hiding in HPA,HPA area,DH,Elsevier
"

 Can computer forensic tools be trusted in digital investigations?

",2020,Data hiding in reserved locations,Hard disk manipulation,DH,Elsevier
"

 Can computer forensic tools be trusted in digital investigations?

",2020,Data hiding in slack space,Slack space hiding,DH,Elsevier
"

 Can computer forensic tools be trusted in digital investigations?

",2020,Data hiding using encryption,Encryption,DH,Elsevier
"

 Can computer forensic tools be trusted in digital investigations?

",2020,Data hiding using steganography,Steganography,DH,Elsevier
"

 Can computer forensic tools be trusted in digital investigations?

",2020,Magic number modification,Filesystem manipulation,DH,Elsevier
"

 Can computer forensic tools be trusted in digital investigations?

",2020,Secure deletion,File wiping,AW,Elsevier
"

 Can computer forensic tools be trusted in digital investigations?

",2020,Sparse file attack,Filesystem manipulation,DH,Elsevier
"

 Can computer forensic tools be trusted in digital investigations?

",2020,Timestamp forgery,Log manipulation,TO,Elsevier
"

 DistLog: A Distributed Logging Scheme for IoT Forensics

",2019,Code,Program packers,AT,Elsevier
"

 DistLog: A Distributed Logging Scheme for IoT Forensics

",2019,Log injection attack,Log manipulation,TO,Elsevier
"

 DistLog: A Distributed Logging Scheme for IoT Forensics

",2019,Log wiping attack,Log wiping,AW,Elsevier
"

 DistLog: A Distributed Logging Scheme for IoT Forensics

",2019,script injection into logs,Log manipulation,TO,Elsevier
"

 An Android Case Study on Technical Anti-Forensic Challenges of WhatsApp Application

",2020,Deletion of sent messages,File wiping,AW,IEEE
"

 A game-theoretic defensive approach for forensic investigators against rootkits

",2020,File Hiding,Hidden directories,DH,Elsevier
"

 A game-theoretic defensive approach for forensic investigators against rootkits

",2020,Hooking techniques,Direct kernel object manipulation (DKOM),DH,Elsevier
"

 A game-theoretic defensive approach for forensic investigators against rootkits

",2020,Process Hiding,Direct kernel object manipulation (DKOM),DH,Elsevier
"

 A game-theoretic defensive approach for forensic investigators against rootkits

",2020,Registry Hiding,Registry wiping,AW,Elsevier
"

 A game-theoretic defensive approach for forensic investigators against rootkits

",2020,Rootkits,Direct kernel object manipulation (DKOM),DH,Elsevier
"

 A game-theoretic defensive approach for forensic investigators against rootkits

",2020,SSDT Hooking,Direct kernel object manipulation (DKOM),DH,Elsevier
"

 A game-theoretic defensive approach for forensic investigators against rootkits

",2020,Service Hiding,Data obscurity,TO,Elsevier
"

 An improved anti-forensic technique for JPEG compression

",2019,Shifted block DCT approach,Data obscurity,TO,springer
"

 An improved anti-forensic technique for JPEG compression

",2019,TV-based deblocking,Data obscurity,TO,springer
"

 Memory Layout Extraction and Verification Method for Reliable Physical Memory Acquisition

",2021,API hooking,Alerts to forensic tool usage,AT,MDPI
"

 Memory Layout Extraction and Verification Method for Reliable Physical Memory Acquisition

",2021,One-byte modification,Data fabrication,TO,MDPI
"

 Investigation of Countermeasures to Anti-Forensic Methods

",2018,Artifact wiping,File wiping,AW,IEEE
"

 Investigation of Countermeasures to Anti-Forensic Methods

",2018,Attacking the process tools,Forensic software integrity attacks,AT,IEEE
"

 Investigation of Countermeasures to Anti-Forensic Methods

",2018,Data hiding,Steganography,DH,IEEE
"

 Investigation of Countermeasures to Anti-Forensic Methods

",2018,Evidence counterfeiting,Data fabrication,TO,IEEE
"

 Investigation of Countermeasures to Anti-Forensic Methods

",2018,Evidence destruction,Generic data wiping,AW,IEEE
"

 Investigation of Countermeasures to Anti-Forensic Methods

",2018,Evidence hiding,Data obscurity,TO,IEEE
"

 Investigation of Countermeasures to Anti-Forensic Methods

",2018,Evidence source elimination,File wiping,AW,IEEE
"

 Investigation of Countermeasures to Anti-Forensic Methods

",2018,Trail obfuscation,Trail obfuscation,TO,IEEE
"

 Differentiating Synthetic and Optical Zooming for Passive Video Forgery Detection: An Anti-Forensic Perspective

",2019,Synthetic zooming,Data fabrication,TO,Elsevier
"

 Differentiating Synthetic and Optical Zooming for Passive Video Forgery Detection: An Anti-Forensic Perspective

",2019,Upscale-crop forgery,Data fabrication,TO,Elsevier
"

 Anti-forensic approach for JPEG compressed images with enhanced image quality and forensic undetectability

",2020,Histogram smoothing via DFrCT,Data fabrication,TO,springer
"

 Anti-forensic approach for JPEG compressed images with enhanced image quality and forensic undetectability

",2020,Shifted block Discrete Fractional Cosine Transform (DFrCT),Data obscurity,TO,springer
"

 Anti-forensic approach for JPEG compressed images with enhanced image quality and forensic undetectability

",2020,TV-based deblocking,Data obscurity,TO,springer
"

 A robust JPEG compression detector for image forensics

",2020,FAF (Fan's JPEG anti-forensics: TV-based deblocking + dithering + second TV-deblocking + decalibration),Data obscurity,TO,Elseiver
"

 A robust JPEG compression detector for image forensics

",2020,SAF1 (Stamm's JPEG anti-forensics: dithering to remove quantization artifacts),Data obscurity,TO,Elseiver
"

 A robust JPEG compression detector for image forensics

",2020,SAF2 (Stamm's JPEG anti-forensics: dithering + median filtering + Gaussian noise addition),Data obscurity,TO,Elseiver
"

 Anti-forensics of Median Filtering and Contrast Enhancement

",2019,Anti-forensic contrast enhancement,Contrast enhancement anti-forensics,TO,Elseiver
"

 Anti-forensics of Median Filtering and Contrast Enhancement

",2019,Anti-forensic median filtering,Median filtering anti-forensics,TO,Elseiver
"

 Forensics and Anti-Forensics of a NAND Flash Memory: From a Copy-Back Program Perspective

",2021,Application of deletion pulses,File wiping,AW,IEEE
"

 Forensics and Anti-Forensics of a NAND Flash Memory: From a Copy-Back Program Perspective

",2021,File wiping,File wiping,AW,IEEE
"

 Forensics and Anti-Forensics of a NAND Flash Memory: From a Copy-Back Program Perspective

",2021,Overwriting using random data,Overwriting,AW,IEEE
"

 Unmanned Aerial Vehicle Kill Chain: Purple Teaming Tactics

",2021,Anti-detection,Anti-reverse engineering,AT,IEEE
"

 Unmanned Aerial Vehicle Kill Chain: Purple Teaming Tactics

",2021,Anti-forensics,Presence of anti-forensics tools/files/installation files,PIA,IEEE
"

 Unmanned Aerial Vehicle Kill Chain: Purple Teaming Tactics

",2021,Data Exfiltration Tempering,Data misdirection/misinformation/framing,TO,IEEE
"

 Anti-Forensics for Face Swapping Videos via Adversarial Training

",2021,Adversarial perturbations,Adversarial example (evasion),AAF,IEEE
"

 Anti-Forensics for Face Swapping Videos via Adversarial Training

",2021,GAN-based anti-forensics,GAN-based anti-forensic attack,AAF,IEEE
"

 Anti-Forensics for Face Swapping Videos via Adversarial Training

",2021,Image style transfer,GAN-based media forgery,AAF,IEEE
"

 CGR-GAN: CG facial image regeneration for anti-forensics based on generative adversarial network

",2019,Black-box attack,Adversarial example (evasion),AAF,IEEE
"

 CGR-GAN: CG facial image regeneration for anti-forensics based on generative adversarial network

",2019,CG facial image regeneration,GAN-based media forgery,AAF,IEEE
"

 CGR-GAN: CG facial image regeneration for anti-forensics based on generative adversarial network

",2019,Style transfer,GAN-based media forgery,AAF,IEEE
"

 Drone Disrupted Denial of Service Attack (3DOS): Towards an Incident Response and Forensic Analysis of Remotely Piloted Aerial Systems (RPASs)

",2019,Encryption of flight logs,Encryption,DH,IEEE
"

 Drone Disrupted Denial of Service Attack (3DOS): Towards an Incident Response and Forensic Analysis of Remotely Piloted Aerial Systems (RPASs)

",2019,Modification of digital evidence,Data fabrication,TO,IEEE
"

 Towards Multi-Operation Image Anti-Forensics with Generative Adversarial Networks

",2020,Additive white Gaussian noise anti-forensics,GAN-Based Multi-Operation Forensic Trace Suppression,AAF,Elseiver
"

 Towards Multi-Operation Image Anti-Forensics with Generative Adversarial Networks

",2020,Contrast enhancement anti-forensics,GAN-Based Multi-Operation Forensic Trace Suppression,AAF,Elseiver
"

 Towards Multi-Operation Image Anti-Forensics with Generative Adversarial Networks

",2020,Gaussian blurring anti-forensics,GAN-Based Multi-Operation Forensic Trace Suppression,AAF,Elseiver
"

 Towards Multi-Operation Image Anti-Forensics with Generative Adversarial Networks

",2020,JPEG compression anti-forensics,GAN-Based Multi-Operation Forensic Trace Suppression,AAF,Elseiver
"

 Towards Multi-Operation Image Anti-Forensics with Generative Adversarial Networks

",2020,Median filtering anti-forensics,GAN-Based Multi-Operation Forensic Trace Suppression,AAF,Elseiver
"

 Towards Multi-Operation Image Anti-Forensics with Generative Adversarial Networks

",2020,Multi-operation anti-forensics,GAN-Based Multi-Operation Forensic Trace Suppression,AAF,Elseiver
"

 Towards Multi-Operation Image Anti-Forensics with Generative Adversarial Networks

",2020,S Mapping anti-forensics,GAN-Based Multi-Operation Forensic Trace Suppression,AAF,Elseiver
"

 Towards Multi-Operation Image Anti-Forensics with Generative Adversarial Networks

",2020,Unsharp masking sharpening anti-forensics,GAN-Based Multi-Operation Forensic Trace Suppression,AAF,Elseiver
"

 De-Wipimization: Detection of data wiping traces for investigating NTFS file system

",2020,Data wiping,Generic data wiping,AW,Elseiver
"

 De-Wipimization: Detection of data wiping traces for investigating NTFS file system

",2020,File wiping,File wiping,AW,Elseiver
"

 De-Wipimization: Detection of data wiping traces for investigating NTFS file system

",2020,Log wiping,Log wiping,AW,Elseiver
"

 De-Wipimization: Detection of data wiping traces for investigating NTFS file system

",2020,Partition wiping,Partition Wiping,AW,Elseiver
"

 An approach to detect video frame deletion under anti‚ forensics

",2019,Inter-frame interpolation at frame deletion point (AOBMC-based),Frame deletion trace removal,TO,springer
"

 An approach to detect video frame deletion under anti‚ forensics

",2019,Linear frame interpolation at frame deletion point,Frame deletion trace removal,TO,springer
"

 Perception matters: Exploring imperceptible and transferable anti-forensics for GAN-generated fake face imagery detection

",2021,Adversarial attacks,Adversarial Deepfake Detector Evasion,AAF,Elseiver
"

 Perception matters: Exploring imperceptible and transferable anti-forensics for GAN-generated fake face imagery detection

",2021,Imperceptible perturbations,Adversarial Deepfake Detector Evasion,AAF,Elseiver
"

 Perception matters: Exploring imperceptible and transferable anti-forensics for GAN-generated fake face imagery detection

",2021,Transferable perturbations,Adversarial Deepfake Detector Evasion,AAF,Elseiver
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,Bootable USB usage,Live distributions,DH,IEEE
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,DVD usage,Live distributions,DH,IEEE
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,Disk,Hard disk manipulation,DH,IEEE
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,Disk degaussing,Disk degaussing / destruction techniques,AW,IEEE
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,Encryption,Encryption,DH,IEEE
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,File wiping,File wiping,AW,IEEE
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,IP address spoofing,IP address spoofing,TO,IEEE
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,Live CD,Live distributions,DH,IEEE
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,Log manipulation,Log manipulation,TO,IEEE
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,Memory injection,Remote library injection,DH,IEEE
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,Metadata manipulation,Metadata manipulation,AW,IEEE
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,Network-based data hiding,Network-based data hiding,DH,IEEE
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,P2P networking,P2P networking,TO,IEEE
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,Partition wiping,Partition Wiping,AW,IEEE
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,Program packers,Program packers,AT,IEEE
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,Proxy servers,Proxy server,TO,IEEE
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,Registry wiping,Registry wiping,AW,IEEE
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,Steganography,Steganography,DH,IEEE
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,Syscall proxying,Syscall proxying,DH,IEEE
"

 Overview of Digital Forensics and Anti-Forensics Techniques

",2020,Virtual machines usage,Virtualization,PIA,IEEE
"

 Forensic Analysis with Anti-Forensic Case Studies on Amazon Alexa and Google Assistant Build-In Smart Home Speakers

",2019,Changing device name,Trail obfuscation,TO,IEEE
"

 Forensic Analysis with Anti-Forensic Case Studies on Amazon Alexa and Google Assistant Build-In Smart Home Speakers

",2019,Creating fake routine,Data fabrication,TO,IEEE
"

 Forensic Analysis with Anti-Forensic Case Studies on Amazon Alexa and Google Assistant Build-In Smart Home Speakers

",2019,Custom skill development,Presence of anti-forensics tools/files/installation files,PIA,IEEE
"

 End-to-End Anti-Forensics Network of Single and Double JPEG Detection

",2021,DCT constraints,Neural JPEG Fingerprint Suppression,AAF,IEEE
"

 End-to-End Anti-Forensics Network of Single and Double JPEG Detection

",2021,DJPEG anti-forensics,Neural JPEG Fingerprint Suppression,AAF,IEEE
"

 End-to-End Anti-Forensics Network of Single and Double JPEG Detection

",2021,Histogram smoothing,Neural JPEG Fingerprint Suppression,AAF,IEEE
"

 End-to-End Anti-Forensics Network of Single and Double JPEG Detection

",2021,JPEG anti-forensics,Neural JPEG Fingerprint Suppression,AAF,IEEE
"

 End-to-End Anti-Forensics Network of Single and Double JPEG Detection

",2021,JPEG deblocking,Neural JPEG Fingerprint Suppression,AAF,IEEE
"

 End-to-End Anti-Forensics Network of Single and Double JPEG Detection

",2021,JPEG restoration,Neural JPEG Fingerprint Suppression,AAF,IEEE
"

 Countering Anti-forensics of SIFT-based Copy-Move Detection

",2021,Classification Based Attack (CLBA),Data obscurity,TO,IEEE
"

 Countering Anti-forensics of SIFT-based Copy-Move Detection

",2021,Collage attack (CA),Data fabrication,TO,IEEE
"

 Countering Anti-forensics of SIFT-based Copy-Move Detection

",2021,GS+LS (Global + Local Smoothing),Data fabrication,TO,IEEE
"

 Countering Anti-forensics of SIFT-based Copy-Move Detection

",2021,Global smoothing (GS),Data fabrication,TO,IEEE
"

 Countering Anti-forensics of SIFT-based Copy-Move Detection

",2021,Local smoothing (LS),Data fabrication,TO,IEEE
"

 Countering Anti-forensics of SIFT-based Copy-Move Detection

",2021,Removal with Minimum Distortion (RMD),Data fabrication,TO,IEEE
"

 Digital tool marks (DTMs): a forensic analysis of file wiping software

",2019,File wiping,File wiping,AW,AJFS
"

 Anti-Forensic Threat Modeling

",2017,Account Hijacking,Trojan commands,TO,springer
"

 Anti-Forensic Threat Modeling

",2017,Disabling Logs,Log wiping,AW,springer
"

 Anti-Forensic Threat Modeling

",2017,Encryption,Encryption,DH,springer
"

 Anti-Forensic Threat Modeling

",2017,File Attribute Modification,Metadata manipulation,AW,springer
"

 Anti-Forensic Threat Modeling

",2017,Hiding File System Structures,Hidden directories,DH,springer
"

 Anti-Forensic Threat Modeling

",2017,Spoofing,Data misdirection/misinformation/framing,TO,springer
"

 Anti-Forensic Threat Modeling

",2017,Steganography,Steganography,DH,springer
"

 Anti-Forensic Threat Modeling

",2017,Use of Operating System on Removable Media,Live distributions,DH,springer
"

 Anti-Forensic Threat Modeling

",2017,Use of Portable Applications,network-based data hiding,DH,springer
"

 Anti-Forensic Threat Modeling

",2017,User Activity Artifact Destruction,Generic data wiping,AW,springer
"

 Anti-Forensic Threat Modeling

",2017,Wiping,Generic data wiping,AW,springer
"

 Now You See Me: Hide and Seek in Physical Address Space

",2015,Blackbox Write,Forensic software integrity attacks,AT,ACM
"

 Now You See Me: Hide and Seek in Physical Address Space

",2015,Cache-based I,Filesystem manipulation,DH,ACM
"

 Now You See Me: Hide and Seek in Physical Address Space

",2015,HIveS (Hidden in I,Steganography,DH,ACM
"

 Now You See Me: Hide and Seek in Physical Address Space

",2015,I,Filesystem manipulation,DH,ACM
"

 Now You See Me: Hide and Seek in Physical Address Space

",2015,IOMMU manipulation,Memory hiding,DH,ACM
"

 Now You See Me: Hide and Seek in Physical Address Space

",2015,O Shadowing,Hidden directories,DH,ACM
"

 Now You See Me: Hide and Seek in Physical Address Space

",2015,O Space),Slack space hiding,DH,ACM
"

 Now You See Me: Hide and Seek in Physical Address Space

",2015,O storage,Hidden partition utilization,DH,ACM
"

 Now You See Me: Hide and Seek in Physical Address Space

",2015,RAM-less encryption,Encryption,DH,ACM
"

 Now You See Me: Hide and Seek in Physical Address Space

",2015,TLB Camouflage,Memory hiding,DH,ACM
"

 Comprehensive Expansion in Anti-Forensics Techniques (AFTs) Based Compressed Image

",2017,Anti-Forensic dither,Data fabrication,TO,IEEE
"

 Comprehensive Expansion in Anti-Forensics Techniques (AFTs) Based Compressed Image

",2017,Blocking artifacts removal,Data obscurity,TO,IEEE
"

 Comprehensive Expansion in Anti-Forensics Techniques (AFTs) Based Compressed Image

",2017,Chaos-based dither method,Data fabrication,TO,IEEE
"

 Comprehensive Expansion in Anti-Forensics Techniques (AFTs) Based Compressed Image

",2017,Double JPEG compression untraceability,Data obscurity,TO,IEEE
"

 Comprehensive Expansion in Anti-Forensics Techniques (AFTs) Based Compressed Image

",2017,Quantization fingerprints removal,Data obscurity,TO,IEEE
"

 Comprehensive Expansion in Anti-Forensics Techniques (AFTs) Based Compressed Image

",2017,Wavelet compression fingerprints removal,Data obscurity,TO,IEEE
"

 Android Mobile Forensic Analyzer for Stegno data

",2015,Artifact wiping,File wiping,AW,IEEE
"

 Android Mobile Forensic Analyzer for Stegno data

",2015,Attacks against processes and tools,Forensic software integrity attacks,AT,IEEE
"

 Android Mobile Forensic Analyzer for Stegno data

",2015,Encryption,Encryption,DH,IEEE
"

 Android Mobile Forensic Analyzer for Stegno data

",2015,Steganography,Steganography,DH,IEEE
"

 Android Mobile Forensic Analyzer for Stegno data

",2015,Trail obfuscation,Trail obfuscation,TO,IEEE
"

 PHASE BASED DETECTION OF JPEG COUNTER FORENSICS

",2015,JPEG compression anti-forensics,Data obscurity,TO,IEEE
"

 PHASE BASED DETECTION OF JPEG COUNTER FORENSICS

",2015,Local random dithering anti-forensics,Data fabrication,TO,IEEE
"

 PHASE BASED DETECTION OF JPEG COUNTER FORENSICS

",2015,Noise dithering anti-forensics,Data fabrication,TO,IEEE
"

 Novel Insider Threat Techniques: Automation and Generation of Ad Hoc Digital Evidence

",2015,A-Posteriori Removal,Evidence destruction,AW,ACM
"

 Novel Insider Threat Techniques: Automation and Generation of Ad Hoc Digital Evidence

",2015,A-Priori Avoidance,Data obscurity,TO,ACM
"

 Novel Insider Threat Techniques: Automation and Generation of Ad Hoc Digital Evidence

",2015,Automation-based techniques,Presence of anti-forensics tools/files/installation files,PIA,ACM
"

 Novel Insider Threat Techniques: Automation and Generation of Ad Hoc Digital Evidence

",2015,Creation of false digital evidence,Data fabrication,TO,ACM
"

 Novel Insider Threat Techniques: Automation and Generation of Ad Hoc Digital Evidence

",2015,Obfuscation,Data obscurity,TO,ACM
"

 Novel Insider Threat Techniques: Automation and Generation of Ad Hoc Digital Evidence

",2015,Remotization-based techniques,P2P networking,TO,ACM
"

 Novel Insider Threat Techniques: Automation and Generation of Ad Hoc Digital Evidence

",2015,Secure deletion,File wiping,AW,ACM
"

 Novel Insider Threat Techniques: Automation and Generation of Ad Hoc Digital Evidence

",2015,Tampering of timing information,Log manipulation,TO,ACM
"

 Anti-forensics in ext4: On secrecy and usability of timestamp-based data hiding

",2018,Data hiding using ext4 timestamps,Log manipulation,TO,Elsevier
"

 Anti-forensics in ext4: On secrecy and usability of timestamp-based data hiding

",2018,Steganographic filesystem,Steganographic filesystem,DH,Elsevier
"

 Digital Forensic Analysis for Enhancing Information Security

",2015,Bad Sectors,Bad block utilization,DH,Elseiver
"

 Digital Forensic Analysis for Enhancing Information Security

",2015,Device Configuration Overlay,DCO area,DH,Elseiver
"

 Digital Forensic Analysis for Enhancing Information Security

",2015,Host Protected Area,HPA area,DH,Elseiver
"

 Digital Forensic Analysis for Enhancing Information Security

",2015,Slack space hiding,Slack space hiding,DH,Elseiver
"

 Digital Forensic Analysis for Enhancing Information Security

",2015,Slacker.exe,Presence of anti-forensics tools/files/installation files,PIA,Elseiver
"

 Digital Forensic Analysis for Enhancing Information Security

",2015,Steganography,Steganography,DH,Elseiver
"

 Digital Forensic Analysis for Enhancing Information Security

",2015,TimeStomp,Log manipulation,TO,Elseiver
"

 Digital Forensic Analysis for Enhancing Information Security

",2015,clusters,Hard disk manipulation,DH,Elseiver
"

 Controlled experiments in digital evidence tampering

",2018,Backup and restore of logs,Log manipulation,TO,Elsevier
"

 Controlled experiments in digital evidence tampering

",2018,Browser history,Log manipulation,TO,Elsevier
"

 Controlled experiments in digital evidence tampering

",2018,Cache2),Metadata wiping,AW,Elsevier
"

 Controlled experiments in digital evidence tampering

",2018,Clock tampering (system and hardware time rollback),Log manipulation,TO,Elsevier
"

 Controlled experiments in digital evidence tampering

",2018,Evidence deletion (files,File wiping,AW,Elsevier
"

 Controlled experiments in digital evidence tampering

",2018,Logfile manipulation (syslog,Log manipulation,TO,Elsevier
"

 Controlled experiments in digital evidence tampering

",2018,Obfuscation through false context (chat logs,Data misdirection/misinformation/framing,TO,Elsevier
"

 Controlled experiments in digital evidence tampering

",2018,Timestamp manipulation (file MAC times,Log manipulation,TO,Elsevier
"

 Controlled experiments in digital evidence tampering

",2018,ZIP bomb,Denial of service attacks,AT,Elsevier
"

 Controlled experiments in digital evidence tampering

",2018,auth.log,Log wiping,AW,Elsevier
"

 Controlled experiments in digital evidence tampering

",2018,bash_history,Log wiping,AW,Elsevier
"

 Controlled experiments in digital evidence tampering

",2018,cache manipulation (places.sqlite,Metadata wiping,AW,Elsevier
"

 Controlled experiments in digital evidence tampering

",2018,cookies.sqlite,Metadata wiping,AW,Elsevier
"

 Controlled experiments in digital evidence tampering

",2018,history),Metadata wiping,AW,Elsevier
"

 Controlled experiments in digital evidence tampering

",2018,logs,Log wiping,AW,Elsevier
"

 Controlled experiments in digital evidence tampering

",2018,malicious .bashrc entries),Presence of anti-forensics tools/files/installation files,PIA,Elsevier
"

 Controlled experiments in digital evidence tampering

",2018,sqlite entries),Log manipulation,TO,Elsevier
"

 Controlled experiments in digital evidence tampering

",2018,wtmp),Log manipulation,TO,Elsevier
"

 Anti-computer forensics

",2017,Artefact wiping,File wiping,AW,IEEE
"

 Anti-computer forensics

",2017,Broken log files,Log wiping,AW,IEEE
"

 Anti-computer forensics

",2017,Circular references,Data obscurity,TO,IEEE
"

 Anti-computer forensics

",2017,Cryptography,Encryption,DH,IEEE
"

 Anti-computer forensics

",2017,Data saturation,Data fabrication,TO,IEEE
"

 Anti-computer forensics

",2017,File signature masking,Filesystem manipulation,DH,IEEE
"

 Anti-computer forensics

",2017,Hard drive scrubbing,Disk wiping,AW,IEEE
"

 Anti-computer forensics

",2017,Hiding data in slack and unallocated space,Slack space hiding,DH,IEEE
"

 Anti-computer forensics

",2017,Hiding data in virtual machines,Hidden partition utilization,DH,IEEE
"

 Anti-computer forensics

",2017,NSRL Scrubbing,Metadata wiping,AW,IEEE
"

 Anti-computer forensics

",2017,Non standard program usage,Data obscurity,TO,IEEE
"

 Anti-computer forensics

",2017,Nonstandard RAID configurations,Hard disk manipulation,DH,IEEE
"

 Anti-computer forensics

",2017,Physical data destruction,Disk degaussing / destruction techniques,AW,IEEE
"

 Anti-computer forensics

",2017,Portable systems and programs,Portable apps,DH,IEEE
"

 Anti-computer forensics

",2017,Restricted filenames,Filesystem manipulation,DH,IEEE
"

 Anti-computer forensics

",2017,Scrambled MACE Times,Log manipulation,TO,IEEE
"

 Anti-computer forensics

",2017,Steganography,Steganography,DH,IEEE
"

 Anti-Forensics of JPEG Detectors via Adaptive Quantization Table Replacement

",2014,Adaptive quantization table replacement,JPEG compression anti-forensics,TO,IEEE
"

 A JPEG Blocking Artifact Detector for Image Forensics

",2018,Anti-forensic dither,Data fabrication,TO,IEEE
"

 A JPEG Blocking Artifact Detector for Image Forensics

",2018,DCT subband histogram remapping,Data obscurity,TO,IEEE
"

 A JPEG Blocking Artifact Detector for Image Forensics

",2018,Deblocking,Data fabrication,TO,IEEE
"

 A JPEG Blocking Artifact Detector for Image Forensics

",2018,Decalibration,Data fabrication,TO,IEEE
"

 A JPEG Blocking Artifact Detector for Image Forensics

",2018,Perceptual dither,Data fabrication,TO,IEEE
"

 A JPEG Blocking Artifact Detector for Image Forensics

",2018,Shrink and Zoom (SAZ),Data fabrication,TO,IEEE
"

 Digital Video Source Acquisition Forgery Technique Based on Pattern Sensor Noise Extraction

",2019,Noise fingerprint removal,Data obscurity,TO,IEEE
"

 Digital Video Source Acquisition Forgery Technique Based on Pattern Sensor Noise Extraction

",2019,Sensor noise pattern embedding,Data fabrication,TO,IEEE
"

 Digital Video Source Acquisition Forgery Technique Based on Pattern Sensor Noise Extraction

",2019,Sensor noise pattern extraction,Data misdirection/misinformation/framing,TO,IEEE
"

 Digital Video Source Acquisition Forgery Technique Based on Pattern Sensor Noise Extraction

",2019,Video anonymization,Data obscurity,TO,IEEE
"

 Digital Video Source Acquisition Forgery Technique Based on Pattern Sensor Noise Extraction

",2019,Video forgery,Data misdirection/misinformation/framing,TO,IEEE
"

 Digital Artifacts- Anti-Forensics Approach for Optimization of Digital Images

",2017,Anti-forensic dither,Data obscurity,TO,IEEE
"

 Digital Artifacts- Anti-Forensics Approach for Optimization of Digital Images

",2017,DCT coefficient quantization artifact removal,Data obscurity,TO,IEEE
"

 THE IMPACT OF TRIGGERS ON FORENSIC ACQUISITION AND ANALYSIS OF DATABASES

",2015,AFTER trigger,Data fabrication,TO,IEEE
"

 THE IMPACT OF TRIGGERS ON FORENSIC ACQUISITION AND ANALYSIS OF DATABASES

",2015,BEFORE,Data fabrication,TO,IEEE
"

 THE IMPACT OF TRIGGERS ON FORENSIC ACQUISITION AND ANALYSIS OF DATABASES

",2015,Database role change trigger,Data obscurity,TO,IEEE
"

 THE IMPACT OF TRIGGERS ON FORENSIC ACQUISITION AND ANALYSIS OF DATABASES

",2015,Database shutdown trigger,Data obscurity,TO,IEEE
"

 THE IMPACT OF TRIGGERS ON FORENSIC ACQUISITION AND ANALYSIS OF DATABASES

",2015,Database startup trigger,Data obscurity,TO,IEEE
"

 THE IMPACT OF TRIGGERS ON FORENSIC ACQUISITION AND ANALYSIS OF DATABASES

",2015,INSTEAD OF trigger,Data misdirection/misinformation/framing,TO,IEEE
"

 THE IMPACT OF TRIGGERS ON FORENSIC ACQUISITION AND ANALYSIS OF DATABASES

",2015,Login trigger,Alerts to forensic tool usage,AT,IEEE
